CD1,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90
114764.985,61885.161,92448.72899999999,44784.117,85080.726,116099.109,101908.881,80623.539,48452.958,82685.367,53061.75,63886.347,51333.452999999994,57882.789,47694.933,30988.062,40842.387,54881.01,31776.408,56488.022999999994,64735.335,77652.08099999999,26045.738999999998,26439.912,40175.325,9999999.0,56973.15899999999,14796.648,47513.007,76530.204,42479.721,114492.09599999999,59853.653999999995,61369.70399999999,31382.234999999997,35748.458999999995,31260.951,22558.824,58883.382000000005,44177.697,60732.963,65826.891,59641.40700000001,46694.34,62067.08699999999,36203.274,42055.227,86990.94900000001,34293.051,94389.273,50363.181,40660.460999999996,7519.608,4942.322999999999,15099.858,53728.812,31746.087,57367.332,90932.67899999999,27561.788999999997,40357.251000000004,99028.38599999998,66402.98999999999,62855.433,60156.864,55729.99799999999,84140.775,74074.203,19587.365999999998,57913.11,17707.464,92084.877,51394.094999999994,20375.712,72861.363,69526.053,54638.441999999995,114825.627,71102.745,22104.009,12098.079,58701.456,58428.566999999995,6943.509,35778.78,44177.697,10642.670999999998,68858.991,27379.862999999998,22528.502999999997,53698.491
45451.179,7883.46,70314.399,21800.799,62976.717,93995.09999999999,79804.872,44602.191,56730.591,32686.037999999997,44875.08,9217.583999999999,51879.231,16494.624,47058.191999999995,31321.593,24408.405000000002,19102.23,29866.184999999998,27683.073,51303.132000000005,32595.075,34929.792,32079.618,32200.902,57427.974,9999999.0,45057.005999999994,17192.006999999998,28623.023999999998,15888.204,92357.766,4608.7919999999995,30169.394999999997,29411.369999999995,36081.99,41630.733,36172.953,13523.166,25651.566000000003,31685.444999999996,52394.688,32231.223,38447.028,14826.969,27076.653,44632.512,64856.619,25287.714,49301.946,34596.261,32746.68,54881.01,52637.255999999994,45966.636,9702.72,28410.777,30230.037,55851.28200000001,31473.198,42115.869,53971.38,17313.291,56245.455,26348.948999999997,38719.916999999994,62006.44499999999,45845.352,43935.129,43449.993,46451.772,47027.871,50848.316999999995,40993.992,47209.797,12916.746,39690.189,92691.29699999999,22983.318,39599.226,46239.525,56912.517,54001.700999999994,51272.811,33474.384,15948.846,64159.236,29441.691000000003,41600.412000000004,44753.795999999995,44208.018
103424.931,50575.428,81108.675,30897.099,73770.99299999999,104759.055,90599.148,69283.485,38447.028,71375.63399999999,41721.695999999996,52546.29299999999,39993.399,43995.771,36354.879,19678.329,26955.369000000002,40963.670999999995,17889.39,42601.005,53395.280999999995,66342.348,16221.734999999999,15099.858,28835.270999999997,13856.697,45633.105,9999999.0,33625.989,65220.471000000005,31139.666999999998,103152.042,48543.921,47482.686,20042.181,24438.726000000002,26379.269999999997,8671.805999999999,47543.328,32867.964,49392.90899999999,54517.158,45754.388999999996,35354.286,50727.033,22285.934999999998,36809.694,75650.89499999999,20406.033,83049.219,39023.12699999999,26773.443,13553.487,9065.979000000001,606.42,43298.388,17828.748,46057.598999999995,79592.625,13674.770999999999,34293.051,87718.65299999999,55093.257000000005,51515.37899999999,46269.846,41842.98,72800.721,62764.469999999994,12067.758,46573.056,15494.031,80775.144,40054.041000000005,14705.684999999998,61521.308999999994,58216.32,40721.102999999996,103485.573,59762.691,11309.733,5851.9529999999995,47361.401999999995,47118.833999999995,7701.534,24438.726000000002,32837.643,23043.96,54941.652,22498.182,18465.488999999998,42358.437
77530.79699999999,21800.799,68707.386,9429.831,61369.70399999999,92357.766,78197.859,42995.178,44389.944,45057.005999999994,43268.066999999995,23771.664,50272.21799999999,14432.795999999998,45451.179,25499.961,12037.437,11400.696,23104.602,27197.937,49696.119,40448.214,24802.577999999998,27864.998999999996,28865.591999999997,51939.87299999999,16858.476,39599.226,9999999.0,39326.337,13887.018,90750.753,19769.291999999998,29684.259,28804.95,32746.68,29259.765,30654.531,18131.958000000002,22316.256,30078.432,50787.674999999996,31746.087,35111.718,24135.516,20284.749,32261.544,63249.606,12916.746,57155.085,31897.692,20375.712,49392.90899999999,47149.155,40508.856,10915.56,21709.836,29017.197,54244.269,25621.244999999995,29744.901,61794.198,26621.837999999996,54638.441999999995,25863.813,37294.83,60399.432,44238.339,31624.803,41842.98,34141.445999999996,54881.01,49241.304,35505.891,45602.784,29441.691000000003,36203.274,91084.284,29593.296,27288.899999999998,40781.744999999995,55305.50399999999,52394.688,45784.71,30139.073999999997,13947.659999999998,58671.135,28956.555,29229.444,39265.695,42601.005
45451.179,30957.741,44511.227999999996,53334.638999999996,37173.545999999995,68161.608,54001.700999999994,18647.415,91539.099,8156.348999999999,28532.060999999998,28774.629,35536.212,37901.25,30715.173000000003,49878.045,55942.244999999995,54547.47899999999,54304.911,49089.699,34960.113,3092.7419999999997,62127.72899999999,52243.083,38932.164,76317.95700000001,28592.702999999998,63977.310000000005,46178.883,9999999.0,43328.708999999995,66554.595,26227.665,51576.021,49787.082,44086.734,69222.843,55032.61499999999,24165.837,36658.089,18526.131,36051.669,53637.849,34626.582,18677.736,51515.37899999999,72194.30099999999,39053.448000000004,49241.304,25045.145999999997,33777.594,62158.049999999996,73770.99299999999,71527.239,64886.939999999995,31715.766000000003,55032.61499999999,34050.483,27197.937,52303.725,69707.97899999999,20224.107,16100.451,30442.283999999996,47755.575,60126.54299999999,36203.274,19769.291999999998,70647.93,27106.974,71739.486,22771.071,34505.298,59883.975,21133.736999999997,37992.212999999996,61096.814999999995,66888.12599999999,13462.524000000001,63007.038,65159.82899999999,40569.498,37658.682,70162.794,43722.882,40963.670999999995,83049.219,50848.316999999995,75590.253,63643.778999999995,27895.319999999996
76226.994,21527.91,66130.101,18889.983,58762.098,89780.481,75590.253,42085.548,56730.591,44177.697,31988.655000000002,23498.774999999998,38992.806,23134.923,34171.767,17434.575,21497.589,20102.823,19526.724000000002,35900.064,35051.076,39144.411,24560.01,18192.6,18313.884,43540.956,16585.587,31169.987999999998,13553.487,38022.534,9999999.0,88173.468,19496.403,38386.386,15524.351999999999,22194.972,34414.335,22285.934999999998,16343.018999999998,7398.324,22649.787,36142.632,40448.214,24560.01,21164.058,16706.871,37385.793,60672.321,14463.116999999998,55851.28200000001,19223.514,27349.541999999998,40993.992,38750.238,32079.618,13401.882,14523.759,14826.969,53364.96,17555.859,34899.471,60520.716,25499.961,45784.71,34565.94,42449.4,57822.147,43328.708999999995,33565.347,30563.568,36112.311,53577.207,37961.892,27106.974,46542.735,29168.801999999996,41327.523,88506.999,26500.554,29229.444,32352.506999999998,40660.460999999996,37749.645,37385.793,19557.045,4335.902999999999,50272.21799999999,37658.682,40781.744999999995,30866.778,31321.593
75559.932,90690.111,44662.833,92964.186,40963.670999999995,9065.979000000001,20496.996,43935.129,125468.29800000001,62006.44499999999,59338.197,88506.999,63734.742,96147.891,61521.308999999994,84231.738,95571.792,94935.05099999999,96147.891,107336.34,56488.022999999994,71345.313,96451.101,86596.776,73285.857,110671.65,88325.07299999999,98300.682,90508.185,61642.59299999999,87688.33200000001,9999999.0,85929.71399999999,109822.662,84140.775,74892.87,112096.737,89386.308,76378.599,87081.912,68828.67,57579.57899999999,111884.48999999999,68949.954,74104.524,101817.91799999999,115068.195,42024.905999999995,99543.843,47543.328,68100.966,105031.944,108124.68599999999,105880.932,99210.31199999999,84413.664,89386.308,84353.022,33595.668,86627.097,112581.873,41964.263999999996,75832.821,54032.022,106002.216,120101.481,33019.569,43692.561,104971.302,55548.072,106062.858,54759.725999999995,61581.950999999994,94237.66799999999,46694.34,97694.26199999999,119009.925,8914.374,64159.236,97330.41,99513.522,62097.407999999996,59186.592,104516.487,75863.14199999999,87718.65299999999,117402.912,109094.95799999998,109519.45199999999,97997.472,58671.135
46391.13,6822.224999999999,67858.398,26470.233,60520.716,91508.77799999999,77348.871,42146.19,61430.346000000005,30230.037,42419.079,4639.113,49423.23,20557.638,44602.191,41873.301,29077.839,23165.244,34565.94,31746.087,48847.130999999994,30139.073999999997,39599.226,42813.25199999999,33777.594,68161.608,6033.879,55820.960999999996,21861.441,26136.701999999997,20557.638,89901.765,9999999.0,34232.409,40175.325,41388.165,46330.488,46936.908,11127.806999999999,27804.357,29229.444,49938.687,36294.237,35991.026999999995,12370.967999999999,31746.087,49301.946,62400.617999999995,29957.148,46845.945,32140.26,37446.435,65644.965,63401.210999999996,56730.591,14372.154,33080.211,27774.036,53395.280999999995,44298.981,46815.623999999996,51515.37899999999,14857.29,53789.45399999999,30411.962999999996,42782.931,59550.444,43389.351,48604.563,40993.992,51151.527,44571.869999999995,48392.316,51757.947,44753.795999999995,13826.375999999998,43753.203,90235.296,20527.317,44268.659999999996,57003.48,54456.516,51545.7,62006.44499999999,38568.312,20618.28,74892.87,33504.705,46269.846,55517.751,41752.017
106093.179,37719.324,97269.768,27834.678,89932.086,120920.148,106760.241,71557.56,50878.638,73619.388,67949.361,38719.916999999994,74983.833,15342.425999999998,70162.794,47300.759999999995,25469.64,21740.157,31200.308999999997,7580.25,71011.782,69010.596,35020.755000000005,49665.797999999995,50666.391,58276.96199999999,32777.001000000004,48847.130999999994,29805.542999999998,52849.503,38719.916999999994,119313.135,34717.545,9999999.0,50605.749,54547.47899999999,28562.381999999998,41752.017,37779.966,44117.055,58610.492999999995,72133.659,6519.014999999999,56912.517,39083.769,33504.705,20315.07,91811.988,27197.937,85717.46699999999,53698.491,26530.875,58671.135,56427.380999999994,48938.094,26621.837999999996,40963.670999999995,50817.99600000001,82806.651,42176.511,24741.935999999998,90356.58,41570.091,81775.737,5245.532999999999,13856.697,88961.814,72800.721,43359.03,66524.274,43783.524,83443.39199999999,73952.919,57306.689999999995,74165.166,45360.216,14826.969,119646.666,47240.118,39023.12699999999,50029.65,76621.167,73740.67199999999,55032.61499999999,51909.552,37507.077,67919.04,22649.787,34929.792,61066.494,67312.62
87172.875,35020.755000000005,64856.619,30351.321,57518.937,88506.999,74347.09199999999,53031.429,44632.512,55123.577999999994,25469.64,36991.619999999995,32898.284999999996,34565.94,29290.086,2516.643,26803.764,31564.161,17707.464,42449.4,37143.225,50090.291999999994,18040.995,2637.927,12583.215,28016.604,30078.432,15645.636,25014.825,48968.41499999999,15584.993999999999,86899.986,32989.248,47331.081,9999999.0,18010.674,33656.31,8095.706999999999,31988.655000000002,15494.031,33140.852999999996,38265.102,45602.784,19102.23,34474.977,22134.329999999998,36627.768,59398.839,20224.107,66797.163,22771.071,26591.516999999996,25469.64,23225.886,16555.266,26864.406,10582.029,30502.926,63370.88999999999,8216.991,34141.445999999996,71466.597,38841.201,44541.549,46118.241,41661.054,56548.66499999999,46512.414,26561.196,30321.0,29623.617,64523.088,32958.926999999996,11582.622,45269.253,42661.647,40569.498,87233.51699999999,43510.634999999995,18920.304,16828.155,42782.931,39872.115,21861.441,14068.944,17282.97,34717.545,49120.02,28683.666,15342.425999999998,26136.701999999997
78228.18,42358.437,53880.416999999994,37689.003,46512.414,77530.79699999999,63340.569,44086.734,62400.617999999995,46148.562,14038.623,43965.45,16494.624,41903.622,12856.104,21164.058,40296.609,38901.843,33080.211,54699.083999999995,24165.837,41115.276,33383.420999999995,19648.008,7913.780999999999,37961.892,37416.114,25621.244999999995,32352.506999999998,39993.399,22922.676,75923.784,40326.93,57185.405999999995,17980.353,9999999.0,49029.057,24741.935999999998,30775.815,20375.712,24378.083999999995,21618.873,59247.234,10945.881,30775.815,39174.731999999996,52000.51499999999,48422.637,36900.657,57822.147,14614.722,41964.263999999996,35445.248999999996,33201.494999999995,26530.875,34202.087999999996,26318.627999999997,23377.490999999998,52364.367,23559.416999999998,49514.19299999999,62491.581,35142.039,28016.604,53364.96,57033.80099999999,45572.462999999996,35505.891,36536.805,20891.168999999998,39599.226,55548.072,16555.266,19496.403,34262.73,49999.32899999999,55942.244999999995,76257.31499999999,33656.31,34262.73,26803.764,23862.627,23620.059,31806.729,6822.224999999999,24620.652,44693.154,56457.702000000005,46451.772,23256.207,14675.364
100483.794,44753.795999999995,91660.383,21436.947,84322.70099999999,115310.763,101150.856,65948.175,24832.898999999998,68010.003,49878.045,46724.661,65705.607,27501.147,60884.56799999999,27531.468,17525.538,31533.84,13219.956,24135.516,61763.877,63401.210999999996,9520.794,29896.505999999998,36961.299,32231.223,39811.473,29017.197,24196.158,62279.333999999995,29472.012000000002,113703.75,42722.289,28986.876,27955.962,46482.093,9999999.0,23195.565,41084.955,36051.669,49362.588,62855.433,27258.579,43510.634999999995,47088.513,15524.351999999999,12098.079,86202.603,18192.6,80108.08200000001,45936.315,11431.017,37628.361,31503.519,28653.344999999998,33868.557,22983.318,41539.77,77197.266,23589.738,10400.103000000001,84777.516,49574.83500000001,72497.511,27804.357,23347.17,83352.42899999999,67191.336,17616.500999999997,57276.369,17737.785,77834.007,64674.69299999999,36203.274,68555.781,52394.688,22255.613999999998,114037.28099999999,52546.29299999999,16706.871,33686.630999999994,67373.26199999999,64462.446,31958.333999999995,43874.487,28228.851000000002,42267.473999999995,36415.521,8884.053,39963.078,58034.394
93206.75399999999,47846.53799999999,70890.49799999999,24529.689,63522.494999999995,94540.878,80350.65,59065.308,36930.977999999996,61127.136,31503.519,49817.403,38901.843,37658.682,35323.965,9187.262999999999,20618.28,34626.582,11521.98,36263.916000000005,43177.104,56124.171,11794.869,11521.98,18617.093999999997,22194.972,42904.215,9854.324999999999,27288.899999999998,55002.294,20678.922,92933.86499999999,45815.030999999995,41145.597,9581.436,26530.875,27470.826,9999999.0,37082.583,22407.218999999997,39174.731999999996,44268.659999999996,39417.299999999996,25136.108999999997,40963.670999999995,15948.846,30472.605,65432.71799999999,14068.944,72831.042,28804.95,20436.354,19678.329,17434.575,10763.955,36961.299,11491.659,35596.854,69374.44799999999,5245.532999999999,27955.962,77470.155,45329.895,50575.428,39932.757,35505.891,62582.544,52546.29299999999,14675.364,36354.879,17555.859,70556.96699999999,38962.485,15615.315,51303.132000000005,55487.43,34384.013999999996,93267.39600000001,48665.205,10642.670999999998,11036.844,48786.489,45875.673,16039.809,21618.873,22376.897999999997,28926.233999999997,48604.563,20982.131999999998,19405.44,32140.26
69010.596,20648.601,60187.185000000005,19526.724000000002,52849.503,83837.56499999999,69677.658,34444.655999999995,54456.516,36536.805,34747.866,18465.488999999998,41752.017,22710.429,36930.977999999996,29229.444,22104.009,21497.589,27834.678,33898.878,41175.918,31897.692,32867.964,28168.208999999995,21073.095,53516.564999999995,14068.944,41145.597,16615.908,30775.815,13765.734,82230.552,15039.216,36354.879,25499.961,29472.012000000002,42722.289,32291.865,9999999.0,13128.993,21558.231,42267.473999999995,38447.028,22498.182,14008.302,25014.825,45693.747,54729.405,22771.071,48634.884,18647.415,30472.605,50969.600999999995,48725.847,42085.548,10976.202,26288.307,16706.871,45724.068,29350.728,43207.424999999996,53273.996999999996,16494.624,46118.241,32564.754,44905.401,51879.231,35718.138,41873.301,33322.779,44389.944,46330.488,40721.102999999996,37082.583,37082.583,26621.837999999996,49635.477,82564.083,21073.095,37537.398,42358.437,46785.303,43874.487,47361.401999999995,26834.085,13826.375999999998,60247.827000000005,35657.496,39326.337,40842.387,34080.804
76105.71,27743.715,57155.085,23074.281,49817.403,80805.465,66645.558,41570.091,58004.073,43631.919,17889.39,32322.185999999998,28016.604,27288.899999999998,21709.836,15372.747000000001,25651.566000000003,24256.8,27319.220999999998,40084.362,29441.691000000003,39023.12699999999,27622.430999999997,16312.697999999999,10642.670999999998,41661.054,22801.392,29320.407,17707.464,37901.25,8307.954,79198.452,25681.887000000002,42540.363,13674.770999999999,17646.822,42237.153,20436.354,15372.747000000001,9999999.0,21891.762,30563.568,44632.512,12067.758,19132.551,24529.689,45238.932,51697.305,22285.934999999998,55729.99799999999,8247.312,35202.681,39144.411,36900.657,30230.037,19557.045,15069.536999999998,12825.783000000001,52819.182,18101.637,42722.289,60399.432,23498.774999999998,36840.015,38750.238,50272.21799999999,48847.130999999994,42813.25199999999,36142.632,22619.466,37234.187999999995,53455.922999999995,28077.246,25257.393,37567.719,35354.286,49180.662,79531.983,28168.208999999995,28501.74,30502.926,35081.397,32170.581,35505.891,15008.895,10005.929999999998,48392.316,41842.98,42873.894,29017.197,18526.131
54335.232,36597.447,47391.723,36718.731,40054.041000000005,71042.103,56882.196,20224.107,74892.87,22285.934999999998,13250.277,34384.013999999996,20284.749,40933.35,15463.71,34596.261,39326.337,37931.570999999996,37689.003,53728.812,19678.329,17252.649,42722.289,36961.299,23650.379999999997,61036.172999999995,34232.409,48695.526,29532.654,16130.772,26712.801,69435.09,31837.05,56215.134,34535.619,28804.95,52576.614,39781.151999999995,18617.093999999997,24317.442,9999999.0,20800.206000000002,58276.96199999999,19344.798,16343.018999999998,34869.15,55578.393,41933.943,32625.395999999997,33959.52,14705.684999999998,45542.142,58519.53,56275.776,49605.155999999995,31564.161,39750.831,17404.254,31473.198,37021.941,53061.75,38628.954,21709.836,27076.653,52394.688,60611.679,39083.769,21467.268,55366.146,11825.189999999999,56457.702000000005,31685.444999999996,19253.835,44632.512,22831.713,43601.598,59489.802,69768.621,7549.929,47725.254,49878.045,25287.714,22407.218999999997,54881.01,28441.098,24347.763,67767.435,55487.43,58944.024000000005,48392.316,12613.536
69647.337,51909.552,28350.135,55062.936,31473.198,62461.26,48301.352999999996,25772.85,79774.55099999999,31018.383,12674.177999999998,49696.119,10854.918,59277.555,11491.659,38507.67,57670.541999999994,56245.455,50454.144,72073.01699999999,3941.73,32564.754,50757.35399999999,40872.708,27561.788999999997,64977.903,49544.513999999996,52606.935000000005,49696.119,31442.876999999997,40296.609,60854.246999999996,47149.155,74559.33899999999,38447.028,25014.825,66402.98999999999,43692.561,36142.632,37749.645,18495.809999999998,9999999.0,76621.167,23256.207,33868.557,56548.66499999999,69374.44799999999,33353.1,54274.59,49271.625,22407.218999999997,59338.197,62430.939,60187.185000000005,53516.564999999995,51576.021,43692.561,32534.433,37294.83,40933.35,66888.12599999999,39659.868,37021.941,11158.128,70738.893,74407.734,30502.926,20466.675,59277.555,9854.324999999999,60369.111,46997.549999999996,5609.385,38628.954,19223.514,58913.702999999994,73316.178,61187.778,25105.787999999997,51636.663,53789.45399999999,7004.151,4093.335,58822.73999999999,25985.097,41994.585,71709.165,73831.63500000001,63825.705,42388.758,12007.116
104668.092,39750.831,95844.681,23074.281,88506.999,119525.382,105335.15400000001,70132.473,49120.02,72194.30099999999,66554.595,40781.744999999995,73558.746,17373.933,68737.70700000001,44329.301999999996,23711.022,20315.07,29441.691000000003,5821.632,69617.016,67585.50899999999,33262.137,46694.34,49241.304,56518.344,34838.829,47088.513,28380.456,66463.632,37325.151,117888.04800000001,36749.051999999996,6549.336,49180.662,53122.392,26803.764,39993.399,39841.794,42691.968,57215.727,70708.572,9999999.0,55487.43,41145.597,31746.087,18556.452,90386.901,25439.319,84292.38,52273.403999999995,24772.256999999998,56912.517,54668.763,47179.476,28653.344999999998,39205.053,49392.90899999999,81381.564,40417.893,22983.318,88961.814,43631.919,80350.65,7277.04,11491.659,87536.727,71375.63399999999,41570.091,65129.508,42024.905999999995,82018.305,72527.83200000001,53031.429,72740.079,47391.723,12461.931,118221.579,56730.591,37264.509,48271.032,75226.401,72315.585,53273.996999999996,50514.786,36081.99,66160.422,24711.615,33171.174,56791.233,65887.533
71921.412,34111.125,51666.984,29896.505999999998,44329.301999999996,75317.364,61157.457,37779.966,60823.92599999999,39841.794,12401.288999999999,31928.012999999995,22528.502999999997,34111.125,16221.734999999999,19587.365999999998,32504.112,31109.345999999998,31533.84,46906.587,23983.911,34838.829,31837.05,21952.404,8641.485,46027.278,31746.087,33686.630999999994,24529.689,33686.630999999994,15130.179,73710.351,29381.049,49392.90899999999,19526.724000000002,14311.511999999999,47452.365,24772.256999999998,19920.897,8762.769,16676.55,25075.466999999997,51454.736999999994,9999999.0,18738.377999999997,31382.234999999997,50454.144,46209.204,29108.16,51545.7,3668.841,40417.893,43510.634999999995,41266.880999999994,34596.261,26591.516999999996,24741.935999999998,12401.288999999999,50181.255,22013.046,47937.501,56184.813,23104.602,31351.913999999997,45572.462999999996,55487.43,43359.03,39023.12699999999,40357.251000000004,17131.365,41448.807,49271.625,22589.145,29623.617,32079.618,41145.597,54395.874,74043.882,20527.317,32716.358999999997,34869.15,29593.296,26682.48,39872.115,13432.203,16828.155,52758.53999999999,48665.205,44875.08,33383.420999999995,13038.029999999999
65341.755,17737.785,56518.344,28198.530000000002,49180.662,80168.724,66008.817,30775.815,63128.322,32867.964,31079.024999999998,15554.672999999999,38083.176,24681.294,33262.137,36385.2,30775.815,30169.394999999997,36930.977999999996,35869.743,37507.077,28259.172,41994.585,37325.151,28289.493,62673.507000000005,15372.747000000001,50332.86,25712.208,16221.734999999999,22892.355,78561.711,13007.708999999999,38356.065,34687.223999999995,35900.064,51818.589,41448.807,11612.943,22285.934999999998,17889.39,38598.633,40417.893,22346.577,9999999.0,34141.445999999996,54820.367999999995,51060.564,31867.371,44966.043,16403.661,44784.117,60126.54299999999,57882.789,51242.48999999999,19648.008,36718.731,19071.909,42055.227,38810.88,52303.725,49605.155999999995,4942.322999999999,42449.4,34535.619,46906.587,48210.39,32049.297,50969.600999999995,29653.938,53516.564999999995,42691.968,37052.262,46239.525,33413.742,24741.935999999998,47876.859,78895.242,9611.757,46664.019,51515.37899999999,43116.462,40205.646,56518.344,33080.211,22952.997,69404.769,37628.361,47998.143,49999.32899999999,30411.962999999996
88749.567,35202.681,78622.353,12219.363000000001,71284.671,102303.054,88112.82599999999,54608.12100000001,42752.61,56669.949,44511.227999999996,37203.867,51515.37899999999,27258.579,46694.34,16858.476,7974.423,24256.8,3153.384,29229.444,47573.649,51636.663,8156.348999999999,19223.514,28380.456,31958.333999999995,30290.679,19587.365999999998,14675.364,50514.786,15281.784,100665.72,33171.174,34111.125,17282.97,32291.865,20436.354,12492.252,28835.270999999997,21861.441,35172.36,48665.205,32382.827999999998,34656.903,33656.31,9999999.0,23407.811999999998,73164.57299999999,5548.743,68343.534,31746.087,13371.561,29411.369999999995,27167.616,20496.996,24317.442,8793.09,27349.541999999998,65887.533,11885.832,20921.49,73012.968,38022.534,58307.283,32898.284999999996,28441.098,70314.399,55851.28200000001,14614.722,43086.141,17161.686,66069.459,50484.465,25530.282,59034.986999999994,42843.573000000004,27349.541999999998,100999.251,39023.12699999999,10309.14,20800.206000000002,53183.03399999999,50272.21799999999,25803.171,29653.938,14038.623,38689.596,41812.659,26803.764,29290.086,43844.166000000005
105699.006,49969.008,96875.595,26652.158999999996,89537.913,120525.97499999999,106366.06799999998,71133.066,29593.296,73225.215,65250.791999999994,51939.87299999999,72254.943,26561.196,67433.904,34687.223999999995,21164.058,27652.751999999997,19769.291999999998,15008.895,68313.213,68616.423,23589.738,37052.262,51090.885,42206.832,45026.685,37416.114,29411.369999999995,67464.22499999999,36021.348,118918.962,47937.501,19890.575999999997,35111.718,54971.973,12461.931,30321.0,46300.166999999994,44541.549,58246.641,69404.769,18162.279,50636.07,52303.725,22073.688,9999999.0,91417.81499999999,23407.811999999998,85323.294,52485.651,15130.179,47240.118,44996.364,37537.398,39053.448000000004,29532.654,48089.106,82412.478,30745.494000000002,6064.2,89962.407,54790.047,79046.847,18677.736,14250.87,88567.641,72406.548,27592.109999999997,63825.705,27713.394,83018.898,71224.029,43359.03,73770.99299999999,57609.9,13159.313999999998,119252.49299999999,57761.505,27592.109999999997,38628.954,73922.598,71011.782,43631.919,52334.046,34778.187,52212.761999999995,34717.545,18859.662,47118.833999999995,64583.73
92994.507,75226.401,6367.41,77500.476,6064.2,43298.388,29108.16,20951.811,100453.473,46542.735,38416.707,73043.289,30715.173000000003,80684.181,40630.14,59216.913,80108.08200000001,76954.69799999999,71163.38699999999,91872.63,25196.751,55881.602999999996,71466.597,61581.950999999994,48271.032,85656.825,72861.363,73316.178,75044.47499999999,46178.883,61005.852,41691.375,70466.00399999999,94358.952,59156.271,53971.38,87081.912,64401.804,60914.888999999996,58458.888,53364.96,25287.714,96420.78,43965.45,58640.814,86354.208,90083.691,9999999.0,84080.133,41175.918,43116.462,80047.43999999999,83140.182,80896.428,74225.808,68949.954,64371.483,68889.31199999999,18131.958000000002,61642.59299999999,87567.048,35566.533,60338.78999999999,16585.587,90538.506,95116.977,7307.361,22801.392,79986.798,30563.568,81078.35399999999,48361.994999999995,29320.407,69253.164,25772.85,82230.552,94025.421,42024.905999999995,48695.526,72345.906,74498.697,20133.144,26894.726999999995,79501.662,53061.75,62703.827999999994,92388.087,93631.24799999999,84504.62700000001,73012.968,37779.966
86414.84999999999,30684.851999999995,77621.76,7398.324,70253.757,101272.14,87081.912,51879.231,35809.101,53941.058999999994,49120.02,32655.716999999997,56124.171,20496.996,51303.132000000005,28441.098,3456.5939999999996,17464.896,7822.818,31503.519,52182.441,49332.267,12856.104,30806.136,31806.729,33353.1,25742.529,20982.131999999998,10127.214,48210.39,19890.575999999997,99665.127,28653.344999999998,35778.78,31746.087,35718.138,22710.429,13917.339,27046.332,25257.393,38992.806,53273.996999999996,34656.903,38083.176,33019.569,5002.964999999999,25712.208,72163.98,9999999.0,66039.138,34838.829,11825.189999999999,30806.136,28562.381999999998,21891.762,19799.613,11067.164999999999,31958.333999999995,63158.643,13432.203,23195.565,70708.572,35505.891,62916.075,31958.333999999995,30745.494000000002,69313.806,53122.392,21861.441,47694.933,24408.405000000002,63765.063,55093.257000000005,38477.348999999995,54486.83699999999,38325.744,29623.617,99998.65799999998,38477.348999999995,17555.859,22194.972,57791.825999999994,54881.01,27197.937,33080.211,18647.415,40084.362,35051.076,20648.601,42237.153,48452.958
43813.844999999994,43359.03,53880.416999999994,66190.74299999999,46542.735,44875.08,51576.021,27592.109999999997,104395.203,10945.881,41388.165,41175.918,48392.316,50302.539,43571.276999999995,62734.149000000005,68798.349,67403.583,67161.015,61490.988000000005,38234.780999999995,19011.267,74983.833,65099.187,51788.268,89174.061,40993.992,76803.093,59004.666,16282.377,56184.813,47391.723,38628.954,63977.310000000005,62643.186,56942.838,82048.62599999999,67888.719,36567.126000000004,49029.057,31351.913999999997,39326.337,66039.138,47452.365,33565.347,64341.162,85050.405,48422.637,62097.407999999996,9999999.0,46603.37699999999,75014.154,86627.097,84383.343,77712.723,44117.055,67888.719,46876.266,24378.083999999995,65159.82899999999,82533.76199999999,5912.594999999999,28501.74,39811.473,60156.864,72527.83200000001,45572.462999999996,28865.591999999997,83504.034,39963.078,84565.269,10551.708,47361.401999999995,72740.079,30230.037,50363.181,73498.10399999999,64492.767,26318.627999999997,75863.14199999999,78015.933,43844.166000000005,40933.35,83018.898,56548.66499999999,53819.775,95905.32299999999,63249.606,88446.357,76499.883,40721.102999999996
